IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
17,10.215.173.1,7100,173.218.65.25,7102,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,4650,2327930,17,1850,2026-09-15T17:56:29.141-06:00,2026-09-15T17:56:38.923-06:00
17,10.215.173.1,7100,187.190.27.14,2800,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,4650,2387103,17,1897,2026-09-15T17:56:29.142-06:00,2026-09-15T17:56:38.891-06:00
17,10.215.173.1,7100,138.84.37.64,40454,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,117,0,3,0,2026-09-15T17:56:29.143-06:00,2026-09-15T17:56:38.341-06:00
17,10.215.173.1,7100,98.7.248.60,7102,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,39,39,1,1,2026-09-15T17:56:29.144-06:00,2026-09-15T17:56:29.300-06:00
17,10.215.173.1,7100,138.97.207.145,22144,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,39,39,1,1,2026-09-15T17:56:29.145-06:00,2026-09-15T17:56:29.430-06:00
17,10.215.173.1,7100,190.13.119.221,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,117,0,3,0,2026-09-15T17:56:29.147-06:00,2026-09-15T17:56:38.344-06:00
17,10.215.173.1,7100,187.136.124.5,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,4650,1690876,17,1344,2026-09-15T17:56:29.148-06:00,2026-09-15T17:56:38.869-06:00
17,10.215.173.1,7100,187.191.36.30,3673,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,4650,2496045,17,1987,2026-09-15T17:56:29.150-06:00,2026-09-15T17:56:38.914-06:00
17,10.215.173.1,7100,187.133.55.54,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,39,39,1,1,2026-09-15T17:56:29.152-06:00,2026-09-15T17:56:29.275-06:00
17,10.215.173.1,7100,177.245.202.94,41162,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,117,0,3,0,2026-09-15T17:56:29.154-06:00,2026-09-15T17:56:38.341-06:00
17,10.215.173.1,7100,128.201.238.120,7102,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:29.155-06:00,2026-09-15T17:56:29.155-06:00
17,10.215.173.1,7100,187.204.233.165,7101,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,39,39,1,1,2026-09-15T17:56:29.157-06:00,2026-09-15T17:56:29.478-06:00
17,10.215.173.1,7100,187.133.159.54,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,39,39,1,1,2026-09-15T17:56:29.158-06:00,2026-09-15T17:56:29.281-06:00
17,10.215.173.1,7100,189.251.69.104,7100,10265,Movie,com.movievn.cinevi,UDP,Cerrado,,39,39,1,1,2026-09-15T17:56:29.160-06:00,2026-09-15T17:56:29.275-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:29.224-06:00,2026-09-15T17:56:29.348-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:29.470-06:00,2026-09-15T17:56:29.470-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:29.622-06:00,2026-09-15T17:56:29.738-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:29.884-06:00,2026-09-15T17:56:29.884-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:30.008-06:00,2026-09-15T17:56:30.008-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:30.130-06:00,2026-09-15T17:56:30.130-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:30.255-06:00,2026-09-15T17:56:30.255-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:30.378-06:00,2026-09-15T17:56:30.378-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:30.518-06:00,2026-09-15T17:56:30.518-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:30.646-06:00,2026-09-15T17:56:30.646-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:30.789-06:00,2026-09-15T17:56:30.789-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:30.934-06:00,2026-09-15T17:56:30.934-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:31.057-06:00,2026-09-15T17:56:31.057-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:31.182-06:00,2026-09-15T17:56:31.182-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:31.306-06:00,2026-09-15T17:56:31.306-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:31.426-06:00,2026-09-15T17:56:31.426-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:31.558-06:00,2026-09-15T17:56:31.558-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:31.683-06:00,2026-09-15T17:56:31.683-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:31.826-06:00,2026-09-15T17:56:31.972-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:32.098-06:00,2026-09-15T17:56:32.098-06:00
17,10.215.173.1,7100,128.201.238.120,7102,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:32.224-06:00,2026-09-15T17:56:32.224-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:32.226-06:00,2026-09-15T17:56:32.226-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:32.363-06:00,2026-09-15T17:56:32.363-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:32.510-06:00,2026-09-15T17:56:32.510-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:32.633-06:00,2026-09-15T17:56:32.633-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:32.755-06:00,2026-09-15T17:56:32.755-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:32.899-06:00,2026-09-15T17:56:32.899-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:33.022-06:00,2026-09-15T17:56:33.022-06:00
17,10.215.173.1,7100,209.178.128.102,7100,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:33.163-06:00,2026-09-15T17:56:33.163-06:00
17,10.215.173.1,7100,181.65.66.176,7103,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:33.165-06:00,2026-09-15T17:56:33.165-06:00
17,10.215.173.1,7100,190.217.19.180,7102,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:33.167-06:00,2026-09-15T17:56:33.167-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:33.169-06:00,2026-09-15T17:56:33.169-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:33.287-06:00,2026-09-15T17:56:33.287-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:33.431-06:00,2026-09-15T17:56:33.431-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:33.571-06:00,2026-09-15T17:56:33.571-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:33.712-06:00,2026-09-15T17:56:33.712-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:33.837-06:00,2026-09-15T17:56:33.837-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:33.983-06:00,2026-09-15T17:56:33.983-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:34.106-06:00,2026-09-15T17:56:34.106-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:34.231-06:00,2026-09-15T17:56:34.231-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:34.352-06:00,2026-09-15T17:56:34.352-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:34.474-06:00,2026-09-15T17:56:34.474-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:34.603-06:00,2026-09-15T17:56:34.603-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:34.745-06:00,2026-09-15T17:56:34.745-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:34.891-06:00,2026-09-15T17:56:34.891-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:35.035-06:00,2026-09-15T17:56:35.035-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:35.177-06:00,2026-09-15T17:56:35.317-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:35.472-06:00,2026-09-15T17:56:35.472-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:35.594-06:00,2026-09-15T17:56:35.714-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:35.867-06:00,2026-09-15T17:56:35.989-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:36.111-06:00,2026-09-15T17:56:36.111-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:36.254-06:00,2026-09-15T17:56:36.383-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:36.547-06:00,2026-09-15T17:56:36.646-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:36.792-06:00,2026-09-15T17:56:36.792-06:00
17,10.215.173.1,7100,38.45.248.74,7105,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:36.922-06:00,2026-09-15T17:56:36.922-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:36.937-06:00,2026-09-15T17:56:36.937-06:00
17,10.215.173.1,7100,189.217.207.201,64668,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:36.946-06:00,2026-09-15T17:56:36.946-06:00
6,10.215.173.1,41642,3.161.4.110,443,10265,Movie,com.movievn.cinevi,HTTPS,Cerrado,surfclick.vd7au6.com,1916,1286,10,9,2026-09-15T17:56:37.033-06:00,2026-09-15T17:56:37.307-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:37.048-06:00,2026-09-15T17:56:37.048-06:00
6,10.215.173.1,43510,34.117.147.68,443,10265,Movie,com.movievn.cinevi,HTTPS,Cerrado,rt.applovin.com,5053,5789,8,6,2026-09-15T17:56:37.057-06:00,2026-09-15T17:56:37.274-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:37.157-06:00,2026-09-15T17:56:37.157-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:37.300-06:00,2026-09-15T17:56:37.300-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:37.422-06:00,2026-09-15T17:56:37.422-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:37.562-06:00,2026-09-15T17:56:37.562-06:00
6,10.215.173.1,37356,34.110.173.122,443,10265,Movie,com.movievn.cinevi,HTTPS,Cerrado,sdkopmetrics-us.dsp-api.moloco.com,3059,8091,8,6,2026-09-15T17:56:37.577-06:00,2026-09-15T17:56:37.758-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:37.703-06:00,2026-09-15T17:56:37.703-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:37.828-06:00,2026-09-15T17:56:37.828-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:37.956-06:00,2026-09-15T17:56:37.956-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:38.079-06:00,2026-09-15T17:56:38.079-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:38.200-06:00,2026-09-15T17:56:38.200-06:00
17,10.215.173.1,7100,128.201.238.120,7102,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:38.342-06:00,2026-09-15T17:56:38.342-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,78,0,2,0,2026-09-15T17:56:38.343-06:00,2026-09-15T17:56:38.486-06:00
17,10.215.173.1,7100,45.174.56.14,7100,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:38.483-06:00,2026-09-15T17:56:38.483-06:00
17,10.215.173.1,7100,128.201.114.74,7115,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:38.485-06:00,2026-09-15T17:56:38.485-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:38.606-06:00,2026-09-15T17:56:38.606-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:38.747-06:00,2026-09-15T17:56:38.747-06:00
17,10.215.173.1,7100,129.222.161.189,5433,10265,Movie,com.movievn.cinevi,UDP,Error,,39,0,1,0,2026-09-15T17:56:38.868-06:00,2026-09-15T17:56:38.868-06:00
